deleted_page,date_of_delete,name_of_page
/* clientsitelink-remove:1||enwiki */ Georg Peterson,20230522204537,جورج بيترسون
/* clientsitelink-remove:1||enwiki */ Ahmed Al-Mohanadi,20230923215927,أحمد المهندي
/* clientsitelink-remove:1||enwiki */ Abdulla Hassan Kamal,20230902132005,عبد الله حسن كمال
"/* clientsitelink-remove:1||enwiki */ Diego (footballer, born April 1986)",20230529130045,دييغو (لاعب كرة قدم برازيلي)
/* clientsitelink-remove:1||enwiki */ Islamia English School,20230910120036,المدرسة الإسلامية الإنجليزية
/* clientsitelink-remove:1||enwiki */ Istanbul Metropolitan Municipality,20231005215308,بلدية إسطنبول الكبرى
/* clientsitelink-remove:1||enwiki */ Yeji (singer),20230914063350,ييجي
/* clientsitelink-remove:1||enwiki */ List of FIFA Club World Cup goalscorers,20230213204720,قائمة هدافي كأس العالم للأندية
/* clientsitelink-remove:1||enwiki */ Tupac Shakur,20230421165018,توباك شاكور
"/* clientsitelink-remove:1||enwiki */ Joseph, Marquis de Saint Brisson",20230522205232,جوزيف ماركيز دي سانت بريسون
/* clientsitelink-remove:1||enwiki */ Jake Metcalfe,20230804013642,جيك ميتكالف
/* clientsitelink-remove:1||enwiki */ James Felder,20230427230441,جيمس فيلدر
/* clientsitelink-remove:1||enwiki */ James Lyall Sharp,20230217115725,جيمس ليال شارب
/* clientsitelink-remove:1||enwiki */ James Mason (wrestler),20230922024627,جيمس ماسون (مصارع محترف)
/* clientsitelink-remove:1||enwiki */ James Picard,20230411024004,جيمس بيكار
/* clientsitelink-remove:1||enwiki */ Jamia Mosque Sialkot,20230603023356,مسجد الجمعة سيالكوت
/* clientsitelink-remove:1||enwiki */ Jamie Gross,20230815035629,جيمي غروس
/* clientsitelink-remove:1||enwiki */ Jan Kadlec,20230627072311,يان كادليك
/* clientsitelink-remove:1||enwiki */ Gonzalo Lira,20230718150119,غونزالو ليرا
/* clientsitelink-remove:1||enwiki */ Jane Taylor (musician),20230810000900,جين تايلور (مغنية)
/* clientsitelink-remove:1||enwiki */ Jeff Jones,20230308214515,جيف جونز (توضيح)
/* clientsitelink-remove:1||enwiki */ Magnus Nilsson (athlete),20230522205520,ماغنوس نيلسون (منافس ألعاب قوى)
/* clientsitelink-remove:1||enwiki */ Jason Hall (American football),20230516233756,جايسون هال (لاعب كرة قدم أمريكية)
/* clientsitelink-remove:1||enwiki */ Jason Ward (singer/songwriter),20230410054341,جايسون وارد (مغن مؤلف)
/* clientsitelink-remove:1||enwiki */ Jean Mikorski,20230522205114,جان ميكورسكي
/* clientsitelink-remove:1||enwiki */ Jeddah International School,20230207040254,مدرسة جدة العالمية
/* clientsitelink-remove:1||enwiki */ Issa Ghaderi,20230414130640,عيسى قادري
/* clientsitelink-remove:1||enwiki */ Jim Harris (writer),20230518143010,جيم هاريس (كاتب)
/* clientsitelink-remove:1||enwiki */ Joanne Black,20230602134408,جوان بلاك
/* clientsitelink-remove:1||enwiki */ Football Association of Brunei Darussalam,20230305224043,اتحاد بروناي دار السلام لكرة القدم
/* clientsitelink-remove:1||enwiki */ John Collins (Canadian musician),20230621121349,جون كولينز (موسيقي)
/* clientsitelink-remove:1||enwiki */ John R. Hargrove (attorney),20230610105741,جون ر. هارجروف
/* clientsitelink-remove:1||enwikisource */ Author:Tor Ørvig,20230810023512,تور أورفيغ
/* clientsitelink-remove:1||enwiki */ John Stuart Skinner,20230426100542,جون ستيوارت سكينر
/* clientsitelink-remove:1||enwiki */ John Joyce (musician),20230901233048,جوني جويس
/* clientsitelink-remove:1||enwiki */ Joseph Marais,20230522205257,جوزيف ماريه
/* clientsitelink-remove:1||enwiki */ Joseph Stordeur,20230904232339,جوزيف ستوردور
/* clientsitelink-remove:1||enwiki */ José Jorquera,20230718122819,خوسيه خوركيرا
/* clientsitelink-remove:1||enwiki */ Zé Pedro Alves,20230409132420,خوسيه رودريغوس ألفيس
/* clientsitelink-remove:1||enwiki */ José Serrano (pentathlete),20230808140454,خوسيه سيرانو
/* clientsitelink-remove:1||enwiki */ João de Abreu,20230603005309,جواو دي أبرو
/* clientsitelink-remove:1||enwiki */ Jewish views on Muhammad,20230217141811,النظرة اليهودية للنبي محمد
/* clientsitelink-remove:1||enwiki */ Julia Wilhelm,20230405211533,يوليا ويلهلم
/* clientsitelink-remove:1||enwiki */ Julian Knight (executive),20230514141915,جوليان ونايت (رجل أعمال)
/* clientsitelink-remove:1||enwiki */ Julián Casanova (ski mountaineer),20230601233610,جولييان كازانوفا
/* clientsitelink-remove:1||enwiki */ Junior Fisher,20230630191640,جونيور فيشر
/* clientsitelink-remove:1||enwiki */ Justus Smith Stearns,20230309181829,جوستوس سميث ستيرنز
/* clientsitelink-remove:1||enwiki */ Ramses Hilton,20230303133037,هيلتون رمسيس
/* clientsitelink-remove:1||enwiki */ Kang Song-ho,20231020061946,كانغ سونغ-هو
/* clientsitelink-remove:1||enwiki */ Karen Akopyan,20230807050538,كارين أكوبيان
/* clientsitelink-remove:1||enwiki */ Karl Hack,20230522205339,كارل هاك (عداء مراثوني)
/* clientsitelink-remove:1||enwiki */ Kathleen de Leon Jones,20230502173133,كاتلين دي ليون جونز
/* clientsitelink-remove:1||enwiki */ Kedah Royal Mausoleum,20230502180212,ضريح قدح الملكي
/* clientsitelink-remove:1||enwiki */ Keith Butler (author),20230425150249,كيث باتلر (كاتب)
/* clientsitelink-remove:1||enwiki */ Ken Mellor,20230419125515,كين ميلور
/* clientsitelink-remove:1||enwiki */ Ken Schwartz,20230817174934,كين شوارتز
/* clientsitelink-remove:1||enwiki */ Kendra Preston Leonard,20230507221138,كيندرا برستون ليونارد
/* clientsitelink-remove:1||enwiki */ Kenneth Charles Brown,20230410003856,كينيث تشارلز براون
/* clientsitelink-remove:1||enwiki */ Khalid al-Rashed,20230321130120,خالد الراشد
/* clientsitelink-remove:1||enwiki */ Kieran Kentish,20230723141424,كيرن كينتيش
/* clientsitelink-remove:1||enwiki */ Kimberly Morgan,20230917212156,كيمبرلي مورغان
/* clientsitelink-remove:1||enwiki */ Po (river)/Temp2,20230221121607,نهر بادي
/* clientsitelink-remove:1||enwiki */ Kyle S. Hunter,20230728200157,كايل إس. هنتر
/* clientsitelink-remove:1||enwiki */ Ryu Nugraha,20230908135525,ريو ناغراها
/* clientsitelink-remove:1||enwiki */ Larry Green,20230215082240,لاري غرين
/* clientsitelink-remove:1||enwiki */ Botswana–Turkey relations,20230314044133,العلاقات البوتسوانية التركية
/* clientsitelink-remove:1||enwiki */ Jamaica–Turkey relations,20230805074220,العلاقات التركية الجامايكية
/* clientsitelink-remove:1||enwiki */ North Macedonia–Peru relations,20230620080536,العلاقات البيروفية الشمال مقدونية
/* clientsitelink-remove:1||enwiki */ Laura Shapiro Kramer,20230710194340,لورا شابيرو كرامر
"/* clientsitelink-remove:1||enwiki */ Le Mont High School, Lavasa",20230709041744,ثانوية لو مونت
"/* clientsitelink-remove:1||enwiki */ Salmon Brook, Connecticut",20230407001023,سالمون بروك (كونيتيكت)
/* clientsitelink-remove:1||enwiki */ Leanne Callaghan,20230604234534,ليان كالاغان
/* clientsitelink-remove:1||enwikivoyage */ Melilla Airport,20230418075720,مطار مليلية
/* clientsitelink-remove:1||enwiki */ Lee Wells,20230617223606,لي ولز
/* clientsitelink-remove:1||enwiki */ Leila Fletcher,20231002043951,ليلى فليتشير
"/* clientsitelink-remove:1||enwiki */ Amirobod, Farg‘ona Region",20230225150530,أمير آباد (فرغانة)
/* clientsitelink-remove:1||enwiki */ At-Termiziy (Town),20230302005203,الترمذي (مدينة)
/* clientsitelink-remove:1||enwiki */ Boʻyropoʻsht,20230302005136,بويرابوشت
/* clientsitelink-remove:1||enwiki */ Chep (Oltinsoy Region),20230304125747,تشب (أوزبكستان)
/* clientsitelink-remove:1||enwiki */ Chinor (Uzun District),20230302005405,تشينار (أوزون)
/* clientsitelink-remove:1||enwiki */ Istara (Qiziriq District),20230302005058,إستارا
/* clientsitelink-remove:1||enwiki */ Jiydali,20230302005855,جيدالي
/* clientsitelink-remove:1||enwiki */ Kafrun (Jarkurgan District),20230302005832,كافرون (جاركورغان)
/* clientsitelink-remove:1||enwiki */ Karmaki,20230302005051,كرمكي
/* clientsitelink-remove:1||enwiki */ Minor (Jarkurgan District),20230302005848,مينور
/* clientsitelink-remove:1||enwiki */ Mustaqillik,20230302005243,مستقليك (ترمذ)
/* clientsitelink-remove:1||enwiki */ Namzogoh,20230302000133,نمازغاه
/* clientsitelink-remove:1||enwiki */ Namuna (Termiz District),20230302005157,نامونا (ترمذ)
/* clientsitelink-remove:1||enwiki */ Oq oltin,20230302013009,آقالتين (مزرباط)
/* clientsitelink-remove:1||enwiki */ Pattakesar,20230302005342,بتاكسار
/* clientsitelink-remove:1||enwiki */ Paxtakurash,20230302001752,باختاكوراش
/* clientsitelink-remove:1||enwiki */ Qizilboy,20230302005358,قزل باي
/* clientsitelink-remove:1||enwiki */ Qiziljar (Denov tumani),20230302001720,قزليار
/* clientsitelink-remove:1||enwiki */ Tajribakor,20230302005145,تجريباكور
/* clientsitelink-remove:1||enwiki */ Tortuli,20230302005128,تارتولي
/* clientsitelink-remove:1||enwiki */ Ulanqul,20230302005413,أولانقول
/* clientsitelink-remove:1||enwiki */ Xitoyan (Denov tumani),20230302001618,خيتايان
/* clientsitelink-remove:1||enwiki */ Xolchayon (Denov tumani),20230302001626,خالتشايان
/* clientsitelink-remove:1||enwiki */ Yangi Hazorbog' ( Denov tumani),20230302001609,يانغي هزارباغ
/* clientsitelink-remove:1||enwiki */ Yangibog' (Denov tumani),20230302001601,يانغي باغ
/* clientsitelink-remove:1||enwiki */ Yangiobod (Denov District),20230302005841,يانغي آباد (ده نو)
"/* clientsitelink-remove:1||enwiki */ Yurchi, Denov",20230302001736,يورتشي
/* clientsitelink-remove:1||enwiki */ Sarayonobod,20230226040803,سارايان آباد
/* clientsitelink-remove:1||enwiki */ Ibn Shahin,20230722163756,ابن شاهين
/* clientsitelink-remove:1||enwiki */ Nasser Laham,20230412124612,ناصر اللحام
/* clientsitelink-remove:1||enwiki */ Lin Jian Hui,20230512023517,لين جيان هوي
/* clientsitelink-remove:1||enwiki */ Linda Mason,20230816192222,ليندا ماسون
/* clientsitelink-remove:1||enwiki */ Lisa Hook,20230705233103,ليزا هووك
/* clientsitelink-remove:1||enwiki */ List of Kuwaitis by net worth,20230320053327,قائمة المليارديرات في الكويت
/* clientsitelink-remove:1||enwiki */ Mayan El Sayed,20230319100411,مايان السيد
/* clientsitelink-remove:1||enwiki */ Becky Jane,20230607103747,ريبيكا جاين
/* clientsitelink-remove:1||enwiki */ List of Palestinian civilian casualties in the Second Intifada,20230930085540,قائمة ضحايا فلسطين المدنيين في الانتفاضة الثانية
/* clientsitelink-remove:1||enwiki */ Hawkeye (miniseries),20230805184312,هوك آي (مسلسل)
/* clientsitelink-remove:1||enwikiversity */ Allais effect,20231010015305,تأثير أليس
/* clientsitelink-remove:1||enwikivoyage */ Wattens,20230508064026,واتينز
/* clientsitelink-remove:1||enwiki */ List of Yemenia destinations,20230526140208,وجهات الخطوط الجوية اليمنية
/* clientsitelink-remove:1||enwiki */ List of hobbies,20230917065745,أنواع الهوايات
/* clientsitelink-remove:1||enwiki */ Eduardo Kau,20230410003554,إدواردو كو
/* clientsitelink-remove:1||enwikiquote */ M. Scott Peck,20230313211531,إم. سكوت بيك
/* clientsitelink-remove:1||enwiki */ Long March 9,20230322145722,لونغ مارش 9
/* clientsitelink-remove:1||enwiki */ Lucien Hinge,20230611222210,لوسيان هينغي
/* clientsitelink-remove:1||enwiki */ 282 (number),20231017201658,282 (عدد)
/* clientsitelink-remove:1||enwiki */ Lyndon Bateman,20230504135625,ليندون بيتمان
/* clientsitelink-remove:1||enwiki */ Ioan Evans (footballer),20230414185008,إيوان إيفانز (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Maher Al-Taweel,20230812134605,ماهر الطويل
/* clientsitelink-remove:1||enwiki */ Maine Humanities Council,20230701132952,مجلس مين للعلوم الإنسانية
/* clientsitelink-remove:1||enwiki */ Malcolm Collins,20230601043610,مالكولم كولينز
/* clientsitelink-remove:1||enwiki */ Manarat Al-Qassim School,20230114182300,مدارس منارات القصيم
/* clientsitelink-remove:1||enwiki */ Mansur Abdulin,20231004144816,منصور عبدولين
/* clientsitelink-remove:1||enwiki */ ManyCam,20231017032107,ميني كام
/* clientsitelink-remove:1||enwiki */ Marcelo Altamirano,20230730232420,مارسيلو ألتاميرانو
/* clientsitelink-remove:1||enwiki */ Marian Butler,20230312070315,ماريان باتلر
/* clientsitelink-remove:1||enwiki */ Mario Costa (diplomat),20230301014010,ماريو كوستا (دبلوماسي)
/* clientsitelink-remove:1||enwiki */ Mario Villanueva (footballer),20230717203513,ماريو فيلانويفا (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Mark Derr,20230331003357,مارك دير
"/* clientsitelink-remove:1||enwiki */ Mark Lewis (rugby union, born 1982)",20230503120937,مارك لويس (لاعب اتحاد الرغبي)
/* clientsitelink-remove:1||enwiki */ Marketing supply chain,20231014185721,سلسلة الإمداد التسويقية
/* clientsitelink-remove:1||enwiki */ Marshall White,20230913203244,مارشال وايت
/* clientsitelink-remove:1||enwiki */ Martín Basso,20230728200157,مارتين باسو
/* clientsitelink-remove:1||enwiki */ Mary Augusta Dickerson,20230331094631,ماري أوغوستا ديكرسون
/* clientsitelink-remove:1||enwiki */ Matej Kopecký,20230824123221,ماتي كوبيسكي
/* clientsitelink-remove:1||enwiki */ Matt Larsen,20230502064935,مات لارسن
/* clientsitelink-remove:1||enwikiquote */ Lester Frank Ward,20230903205456,ليستير فرانك وارد
/* clientsitelink-remove:1||enwiki */ Melissa Otero,20230626171440,ميليسا أوتيرو
/* clientsitelink-remove:1||enwiki */ Meltheru and Keeltheru Mosques,20230818163831,مسجد ملثورو وكيلثيرو
/* clientsitelink-remove:1||enwiki */ Michael Baumgardt,20230327180518,مايكل بومغاردت
/* clientsitelink-remove:1||enwiki */ Michael Crawford (footballer),20230224180834,ميخائيل كروفورد
/* clientsitelink-remove:1||enwiki */ Michael Foster (Australian writer),20230613233137,ميخائيل فوستر (كاتب خيال علمي)
/* clientsitelink-remove:1||enwiki */ Michael L. Phelan,20230728200157,ميخائيل إل. فيلان
/* clientsitelink-remove:1||enwiki */ Michalis Demetriou,20230414130749,ميكاليس ديميتريو
/* clientsitelink-remove:1||enwiki */ Michalis Michael,20230814221452,ميكاليس ميخائيل
/* clientsitelink-remove:1||enwiki */ List of Middle East Airlines destinations,20230829094738,وجهات طيران الشرق الأوسط
/* clientsitelink-remove:1||enwiki */ Mihaela Tivadar,20230726215426,ميهيلا تيفادار
/* clientsitelink-remove:1||enwiki */ Mike Constantino (MMA trainer),20230403233605,مايك قسطنطين (فنان قتال مختلط)
/* clientsitelink-remove:1||enwiki */ Alireza Ebrahimi,20230422084658,علي رضا إبراهيمي
/* clientsitelink-remove:1||enwiki */ Mohamad Jaamour,20230702140638,محمد جعمور
/* clientsitelink-remove:1||enwiki */ Mohamed Benaissa (footballer),20230121030533,محمد بن عيسى (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Mohamed Sadik Coubageat,20230408231235,محمد صديق كوبادجا
/* clientsitelink-remove:1||enwiki */ Mohammad Nader Aimi,20230405225809,محمد نادر أيمي
/* clientsitelink-remove:1||enwiki */ Mohammed AlSharekh,20230325162600,محمد الشارخ
/* clientsitelink-remove:1||enwiki */ Mohammed Haruna,20230720232924,محمد هارونا
/* clientsitelink-remove:1||enwiki */ Mollie Milligan,20230818071418,مولي ميليغان
/* clientsitelink-remove:1||enwiki */ Morgan Downey,20230407004620,مورغان داوني
"/* clientsitelink-remove:1||enwiki */ Moseley, California",20231011141704,موزلي
/* clientsitelink-remove:1||enwiki */ Moses H. Cone,20230329201745,موسى إتش كون
/* clientsitelink-remove:1||enwiki */ Nabil Naïli,20230124035817,نايلي نبيل
/* clientsitelink-remove:1||enwiki */ Nacereddine Bacha,20230121030718,نصر الدين باشا
/* clientsitelink-remove:1||enwiki */ National Council for Social Security Fund,20230328030443,المجلس الوطني لصندوق الضمان الاجتماعي
/* clientsitelink-remove:1||enwiki */ Nawfal Shamoun,20230727012938,نوفل شمعون
/* clientsitelink-remove:1||enwiki */ Nduka Anyanwu,20230616230046,نداكا أنيانوو
/* clientsitelink-remove:1||enwiki */ Castanea mollissima,20230814163412,كستناء صينية
/* clientsitelink-remove:1||enwiki */ Nick Smith (milliner),20231020122053,نيك سميث (كاتب)
/* clientsitelink-remove:1||enwiki */ Nicola Harding,20230411222005,نيكولا هاردينغ
/* clientsitelink-remove:1||enwiki */ Südliches Anhalt,20230416170427,زودليشس أنهالت
/* clientsitelink-remove:1||enwiki */ Jon Kwang-ik,20231012231836,جون كوانغ إك
/* clientsitelink-remove:1||enwiki */ Nikolay Kuznetsov (fencer),20230522205645,نيكولاي كوزنيتسوف
/* clientsitelink-remove:1||enwiki */ Nili Tower,20230601190041,برج نيلي
/* clientsitelink-remove:1||enwiki */ Tadashi Nakamura (martial artist),20230928014708,تاداشي ناكامورا (لاعب كاراتيه)
/* clientsitelink-remove:1||enwiki */ Odai Eid,20230512232729,عدي عيد
/* clientsitelink-remove:1||enwiki */ Onawa Lacy,20231012023711,أوناوا لاسي
/* clientsitelink-remove:1||enwiki */ Onur Acar,20230410225452,أونور عكار
/* clientsitelink-remove:1||enwiki */ Pak Shama School,20230217195044,مدرسة باك شاما
"/* clientsitelink-remove:1||enwiki */ Pakistan International School, Al-Khobar",20230116183330,المدرسة الدولية الباكستانية (الخبر)
/* clientsitelink-remove:1||enwiki */ Pakistan International School Buraydah,20230113032813,المدرسة الباكستانية الدولية (بريدة)
/* clientsitelink-remove:1||enwiki */ Paolo Cecconi,20230623135737,باولو تشيكوني (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Paul Chua,20230701000717,باول تشوا
/* clientsitelink-remove:1||enwiki */ Paul Dan,20230518063438,باول دان (لاعب اتحاد الرغبي)
/* clientsitelink-remove:1||enwiki */ Paul Goodman (politician),20230220042454,باول غودمان (سياسي)
/* clientsitelink-remove:1||enwiki */ Pedro Batista,20230429222805,بيدرو باتيستا
/* clientsitelink-remove:1||enwiki */ Penelope Blackmore,20230327052944,بينيلوب بلاكمور
/* clientsitelink-remove:1||enwiki */ Mahmoud Eskandari,20230710104127,محمود اسکندري
"/* clientsitelink-remove:1||enwiki */ Pete ""Maverick"" Mitchell",20230718051614,كابتن مافريك
/* clientsitelink-remove:1||enwiki */ Peter Gideon,20230423144557,بيتر جدعون
/* clientsitelink-remove:1||enwiki */ Phil Williams (boxer),20230618011803,فيل وليامز (ملاكم)
/* clientsitelink-remove:1||enwiki */ Philip Francis Brady,20230329040331,فيليب فرنسيس برادي
/* clientsitelink-remove:1||enwiki */ Philip Wilkinson (entrepreneur),20231001024238,فيليب ويلكينسون (رجل أعمال)
/* clientsitelink-remove:1||enwiki */ Phillip Rhys,20230708043848,فيليب ريس
/* clientsitelink-remove:1||enwiki */ PlantCollections,20230627225931,مجاميع نباتية
/* clientsitelink-remove:1||enwiki */ 198 (number),20230605195348,198 (عدد)
/* clientsitelink-remove:1||enwiki */ Darío Ramos,20230629025428,داريو راموس
/* clientsitelink-remove:1||enwiki */ A. Ralph Epperson,20230503225954,أ. رالف إيبرسن
/* clientsitelink-remove:1||enwiki */ Choe Ung-chon,20231012232103,زتشوي أونغ تشون
/* clientsitelink-remove:1||enwiki */ Rachel Albeck-Gidron,20230619200041,راشيل جيدرون
/* clientsitelink-remove:1||enwiki */ Raheem Robinson,20230609234333,رحيم روبنسون
/* clientsitelink-remove:1||enwiki */ Randy Bowen,20230514145209,راندي بوين
/* clientsitelink-remove:1||enwiki */ Raul Moreira,20230506033638,راؤول موريرا
/* clientsitelink-remove:1||enwiki */ Ray Hutchison (attorney),20230321201820,راي هاتشيسون
/* clientsitelink-remove:1||enwiki */ Raymond Cecil Anderson,20230330233833,رايموند سيسيل أندرسون
/* clientsitelink-remove:1||enwiki */ Weld L'Griya,20231019082810,ولد الكرية
/* clientsitelink-remove:1||enwiki */ Rich Whitney,20230811204446,ريتش ويتني
/* clientsitelink-remove:1||enwiki */ Richard Clarke (diplomat),20230213075742,ريتشارد كلارك (دبلوماسي)
/* clientsitelink-remove:1||enwiki */ Richard W. Abbe,20230425235215,ريتشارد دبليو. آبي
/* clientsitelink-remove:1||enwiki */ Ricky Rick,20230925022731,ريكي ريك
/* clientsitelink-remove:1||enwiki */ Francis Sabourin,20230522204349,فرانسوا سابوريك
/* clientsitelink-remove:1||enwiki */ Robert Budde,20230825162944,روبرت بودي
/* clientsitelink-remove:1||enwiki */ Robert Galbraith Allison,20230223205305,روبرت قالبرايث أليسون
/* clientsitelink-remove:1||enwiki */ Bo Williams,20230324133803,بو وليامز (سياسي)
/* clientsitelink-remove:1||enwiki */ Daryush Shokof,20230613230931,دريوش شكوف
/* clientsitelink-remove:1||enwikiquote */ Dragon Ball GT,20230215133822,دراغون بول جي تي
/* clientsitelink-remove:1||enwiki */ Romania national cricket team,20230405104954,منتخب رومانيا للكريكت
/* clientsitelink-remove:1||enwiki */ Ron Clinton Smith,20230118173353,رون سميث (ممثل)
/* clientsitelink-remove:1||enwiki */ Ron Clinton Smith,20230211044004,رون سميث (ممثل)
/* clientsitelink-remove:1||enwiki */ List of Rossiya destinations,20230829094740,قائمة وجهات روسيه
/* clientsitelink-remove:1||enwiki */ Rudolph Flowers,20231007173353,رودولف فلاورز
/* clientsitelink-remove:1||enwiki */ Rufus D. Hayes,20230321195210,روفوس د. هايز
/* clientsitelink-remove:1||enwiki */ Sally Reeve,20230816225421,سالي ريف
/* clientsitelink-remove:1||enwiki */ Salman Ahmed Al-Ansari,20230815204529,سلمان الأنصاري
/* clientsitelink-remove:1||enwiki */ Samantha King,20231017141353,سامانثا كينغ
/* clientsitelink-remove:1||enwiki */ Enzyme Commission number,20230221005114,رقم التصنيف الإنزيمي
/* clientsitelink-remove:1||enwiki */ Sandra Spencer,20230708150615,ساندرا سبنسر
/* clientsitelink-remove:1||enwiki */ Rebecca Swan,20231004231910,سكوت سوان
/* clientsitelink-remove:1||enwiki */ Shauna Bloom,20230122235508,شونا بلوم
/* clientsitelink-remove:1||enwiki */ Sherman Hall (fencer),20230522210010,شيرمان هال
/* clientsitelink-remove:1||enwiki */ Simon Emmett,20230928211119,سيمون إيميت
/* clientsitelink-remove:1||enwiki */ Simon Slade,20231015044850,سيمون سليد
/* clientsitelink-remove:1||enwiki */ Simon Wilkinson (composer),20230903105243,سيمون ويلكينسون
/* clientsitelink-remove:1||enwiki */ Stan Rose,20230805233620,ستان روز
/* clientsitelink-remove:1||enwiki */ Stefan Süß,20230215162428,شتيفان زوس
/* clientsitelink-remove:1||enwiki */ Stephanie Hardy,20230102030820,ستيفاني هاردي
/* clientsitelink-remove:1||enwiki */ Stephen J. Martin,20230501232441,ستيفن جي. مارتن
/* clientsitelink-remove:1||enwiki */ Stephen López,20230923001043,ستيفن لوبيز (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Steve Finch,20230427152200,ستيف فينش
/* clientsitelink-remove:1||enwiki */ Steven R. Carter,20230820193226,ستيفن ر. كارتر
/* clientsitelink-remove:1||enwiki */ Sumerian Farmer's Almanac,20230226120943,تقويم المزارع السومري
/* clientsitelink-remove:1||enwiki */ Sustainable Commodity Initiative,20230804132800,مبادرة السلع المستدامة
/* clientsitelink-remove:1||enwiki */ François Okioh,20230520212120,فرنسوا سورو أوكيو
/* clientsitelink-remove:1||enwiki */ Svetoslav Ivanov,20230925042522,سفيتوسلاف ايفانوف
/* clientsitelink-remove:1||enwiki */ List of Syrian Air destinations,20230526140334,وجهات الخطوط الجوية السورية
/* clientsitelink-remove:1||enwiki */ Syrian International Academy for Training and Development,20230119233848,الأكاديمية السورية الدولية للتدريب والتطوير
/* clientsitelink-remove:1||enwiki */ Tan D. Nguyen,20230524015312,تان د. نجوين
/* clientsitelink-remove:1||enwiki */ Tanya Vidal,20230329000141,تانيا فيدال
/* clientsitelink-remove:1||enwiki */ Taxon in disguise,20230417102440,أصنوفة مموهة
/* clientsitelink-remove:1||enwiki */ List of highest-grossing mobile games,20230407180906,قائمة ألعاب الهاتف الذكي الأكثر ربحا
/* clientsitelink-remove:1||enwiki */ Dothan Civic Center,20230303145957,مركز دوثان المدني
/* clientsitelink-remove:1||enwiki */ The Neighbourhood/Temp,20230222145215,ذا نيبرهود
/* clientsitelink-remove:1||enwiki */ Abdullah Al-Ghamdi,20230819145706,عبد الله الغامدي (لاعب كرة قدم مواليد 1997)
/* clientsitelink-remove:1||enwiki */ Théodore Jean Arcand,20230415014655,تيودور جان أركاند
/* clientsitelink-remove:1||enwiki */ Tiger versus lion,20230425122209,الأسد ضد الببر
"/* clientsitelink-remove:1||enwiki */ Timeline of events in Cyprus, 1974",20231008215120,التسلسل الزمني للأحداث في قبرص 1974
/* clientsitelink-remove:1||enwiki */ Tom Green (field hockey),20230612232610,توم غرين (لاعب هوكي الحقل)
/* clientsitelink-remove:1||enwiki */ Tom Matthews (politician),20230902143551,توم ماثيوز
/* clientsitelink-remove:1||enwiki */ Transport in the Arab world,20230831054250,النقل في جامعة الدول العربية
/* clientsitelink-remove:1||enwiki */ 264 (number),20230909045038,264 (عدد)
/* clientsitelink-remove:1||enwiki */ Tyler Willis,20230916004810,تايلر ويليس
/* clientsitelink-remove:1||enwikisource */ At the Mountains of Madness,20230105192154,عند جبال الجنون
/* clientsitelink-remove:1||enwikisource */ The Fisherman and the Jinni,20230702005338,حكاية الصياد مع العفريت
/* clientsitelink-remove:1||enwiki */ Vanchiyankulam Mavilankeni,20230105203856,فانتشينكولام مافيلنكني
/* clientsitelink-remove:1||enwiki */ Viorel Simion,20230301155130,فيوريل سيميون
/* clientsitelink-remove:1||enwiki */ Khalil Al-Absi,20230125195052,خليل العبسي
/* clientsitelink-remove:1||enwiki */ Abdullah Al Karbi,20230810223913,عبد الله الكربي
/* clientsitelink-remove:1||enwiki */ Viviana Callahan Vargas,20230615232611,بيبيانا كالاهان فارغاس
/* clientsitelink-remove:1||enwiki */ Víctor Morales (Belizean footballer),20231022002655,فيكتور موراليس (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Walid Belguerfi,20230811002146,وليد بلقرفي
/* clientsitelink-remove:1||enwiki */ Water spot,20230410232737,بقعة الماء
/* clientsitelink-remove:1||enwiki */ Wendell Roche,20231017122449,وينديل روش
/* clientsitelink-remove:1||enwiki */ Wilfred Holroyd,20230522210140,ويلفريد هولرويد
/* clientsitelink-remove:1||enwiki */ William Bowman (fencer),20230522210158,ويليام بومان (مبارز بالسيف)
/* clientsitelink-remove:1||enwiki */ William Hamlin,20230311015803,ويليام هاملين
/* clientsitelink-remove:1||enwiki */ Bill Hanna,20230402164010,بيل حنا
/* clientsitelink-remove:1||enwiki */ Yann Hubert,20230530233506,يان هوبير
/* clientsitelink-remove:1||enwiki */ Yann Hubert,20230531233029,يان هوبير
/* clientsitelink-remove:1||enwiki */ Yusr International School,20230107024537,مدرسة اليسر العالمية
/* clientsitelink-remove:1||enwiki */ Zach Schreiber,20230423061125,زاك شرايبر
/* clientsitelink-remove:1||enwiki */ Zachary German,20230809181602,زاكاري جيرمان
/* clientsitelink-remove:1||enwiki */ Zahrat Al-Sahraa International School,20230107132926,مدرسة زهرة الصحراء العالمية
/* clientsitelink-remove:1||enwiki */ Zoya Khan,20230612000539,زويا خان
/* clientsitelink-remove:1||enwiki */ Bateel,20230508023156,بتيل الدولية
/* clientsitelink-remove:1||enwiki */ Maria Horne,20230207041902,ماريا إيما هورن
